name,	relativeTimeInSec,	EncodingPath,	Producer,	acl.in.rpf.packets,	active.routes.count,	af.name,	as,	backup.routes.count,	bandwidth,	bytes.received,	bytes.sent,	carrier.transitions,	checksum.error.packets,	class.stats__class.name,	class.stats__general.stats__total.drop.bytes,	class.stats__general.stats__total.drop.packets,	class.stats__general.stats__total.drop.rate,	class.stats__general.stats__total.transmit.rate,	class.stats__general.stats__transmit.bytes,	class.stats__general.stats__transmit.packets,	class.stats__queue.stats.array__conform.bytes,	class.stats__queue.stats.array__conform.packets,	class.stats__queue.stats.array__exceed.bytes,	class.stats__queue.stats.array__exceed.packets,	class.stats__queue.stats.array__queue.average.length__unit,	class.stats__queue.stats.array__queue.average.length__value,	class.stats__queue.stats.array__queue.id,	class.stats__queue.stats.array__random.drop.bytes,	class.stats__queue.stats.array__random.drop.packets,	class.stats__queue.stats.array__tail.drop.bytes,	class.stats__queue.stats.array__tail.drop.packets,	crc.errors,	deleted.routes.count,	df.unreachable.packets,	discard.packets,	encapsulation.failure.packets,	fragmenation.consumed.packets,	fragmenation.failure.packets,	free.application.memory,	free.physical.memory,	global__established.neighbors.count.total,	global__neighbors.count.total,	global__nexthop.count,	global__restart.count,	gre.error.drop,	gre.lookup.failed.drop,	incomplete.adjacency.packets,	input.data.rate,	input.drops,	input.errors,	input.ignored.packets,	input.load,	input.packet.rate,	input.queue.drops,	instance.name,	interface.name,	lisp.decap.error.drops,	lisp.encap.error.drops,	lisp.punt.drops,	load.interval,	mpls.disabled.interface,	multi.label.drops,	no.route.packets,	node.name,	null.packets,	output.buffer.failures,	output.data.rate,	output.drops,	output.errors,	output.load,	output.packet.rate,	output.queue.drops,	packets.received,	packets.sent,	paths.count,	peak.input.data.rate,	peak.input.packet.rate,	peak.output.data.rate,	peak.output.packet.rate,	performance.statistics__global__configuration.items.processed,	performance.statistics__global__ipv4rib.server__is.rib.connection.up,	performance.statistics__global__ipv4rib.server__rib.connection.up.count,	performance.statistics__vrf__inbound.update.messages,	policy.name,	protocol.route.memory,	punt.unreachable.packets,	ram.memory,	reliability,	route.table.name,	routes.counts,	rp.destination.drop.packets,	rpf.check.failure.packets,	saf.name,	system.ram.memory,	total.cpu.fifteen.minute,	total.cpu.five.minute,	total.cpu.one.minute,	total.number.of.drop.packets,	unresolved.prefix.packets,	unsupported.feature.packets,	vrf.name,	vrf__neighbors.count,	vrf__network.count,	vrf__path.count,	vrf__update.messages.received
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	-0.081000192,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	dr03,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	22,	26,	103,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	5,	true,	1,	176262,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	26,	358,	3531,	176262
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.012,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf1,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	38,	38,	140,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	4,	true,	1,	11261,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	38,	354,	5347,	11261
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.185999872,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf7,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	38,	38,	145,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	0,	true,	1,	5845,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	38,	354,	6251,	5845
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.347000064,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	spine2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	64,	64,	231,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	4,	true,	1,	74546,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	64,	354,	9601,	74546
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.364999936,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf5,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	37,	37,	139,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	0,	true,	1,	6128,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	37,	354,	5330,	6128
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.624,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	spine1,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	64,	64,	231,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	2,	true,	1,	12976,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	64,	354,	8089,	12976
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.880999936,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf8,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	39,	40,	147,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	1,	true,	1,	5998,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	40,	354,	6054,	5998
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.884,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf4,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	37,	42,	159,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	0,	true,	1,	5075,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	42,	354,	5320,	5075
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	0.972999936,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	leaf3,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	37,	39,	151,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	0,	true,	1,	7005,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	39,	354,	6011,	7005
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	1.155000064,	Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/process-info,	dr02,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	38,	40,	147,	2,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	0,	true,	1,	27820,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	NA,	default,	40,	354,	2625,	27820
